Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
2015-09-04 07:00:00,92.26,353.02,58.33,34.28,104.01,23.35,1.28,9.49,60.18,3.32,8.16,4.03
2015-09-04 08:00:00,88.5,338.16,57.3,38.01,103.96,23.8,1.36,13.63,56.32,3.81,8.58,4.2
2015-09-04 09:00:00,94.06,306.92,44.21,40.51,89.42,29.92,1.31,16.31,71.2,3.77,8.44,3.99
2015-09-04 10:00:00,100.97,318.44,49.62,35.74,94.22,28.91,1.31,18.43,80.54,3.74,8.53,3.94
2015-09-04 11:00:00,87.26,276.36,25.92,32.61,58.97,30.73,1.1,25.42,73.07,2.74,6.93,3.54
2015-09-04 12:00:00,85.01,287.41,23.21,30.43,54.34,23.63,1.14,29.04,72.51,2.28,6.45,3.5
2015-09-04 13:00:00,82.84,322.23,19.71,27.53,46.99,18.37,1.08,12.58,57.21,2.52,6.72,3.62
2015-09-04 14:00:00,71.49,264.44,15.4,23.75,37.76,17.7,0.97,13.46,59.64,1.92,5.37,3.37
2015-09-04 15:00:00,58.36,247.79,14.67,22.54,36.44,14.78,0.9,16.86,59.5,1.7,4.72,4.12
2015-09-04 16:00:00,58.22,206.56,20.06,25.5,45.42,15.3,0.88,18.81,57.35,1.82,4.97,3.89
2015-09-04 17:00:00,59.67,193.76,21.59,31.84,53.35,18.05,0.8,15.83,59.92,2.17,6.63,3.12
2015-09-04 18:00:00,65.68,217.52,23.6,33.92,57.64,17.78,0.85,15.85,62.84,2.18,7.0,3.57
2015-09-04 19:00:00,65.44,212.09,22.33,48.97,67.27,17.81,1.14,15.81,57.18,3.24,10.08,4.07
2015-09-04 20:00:00,69.15,213.98,29.59,65.78,89.21,17.51,1.42,15.8,49.6,4.92,14.96,3.93
2015-09-04 21:00:00,70.55,213.66,38.64,66.2,102.36,18.91,1.52,16.83,52.6,6.5,20.4,3.74
2015-09-04 22:00:00,78.67,223.81,78.63,63.59,62.52,23.37,2.06,21.15,50.8,7.42,21.84,3.51
2015-09-04 23:00:00,96.69,253.29,54.42,59.06,117.43,22.73,1.78,23.78,55.93,6.6,19.54,3.85
2015-09-05 00:00:00,102.39,297.37,48.59,56.28,109.31,22.81,1.76,25.66,57.93,5.97,17.14,4.47
2015-09-05 01:00:00,95.07,263.54,40.55,52.29,93.54,26.0,1.45,24.37,56.94,6.17,16.69,4.16
2015-09-05 02:00:00,83.62,217.28,35.26,42.26,71.77,26.67,1.22,19.14,59.16,5.04,14.06,3.85
2015-09-05 03:00:00,80.49,232.08,28.33,42.25,69.73,27.68,1.14,16.86,53.54,3.76,11.39,4.13
2015-09-05 04:00:00,83.19,215.27,28.97,36.75,67.29,27.43,1.05,17.18,54.45,3.84,10.1,3.82
2015-09-05 05:00:00,81.07,220.71,38.7,35.48,79.26,27.21,1.2,16.18,47.15,3.61,9.27,4.05
2015-09-05 06:00:00,77.1,261.99,43.11,37.54,84.8,28.59,1.17,14.81,43.32,3.44,8.13,3.91
2015-09-05 07:00:00,71.04,269.34,33.66,35.63,70.72,26.58,1.06,10.78,44.72,3.23,7.2,3.83
2015-09-05 08:00:00,65.74,195.42,32.59,33.53,68.82,22.38,1.03,12.88,44.63,2.81,5.31,3.67
2015-09-05 09:00:00,64.62,208.67,44.38,33.46,85.08,26.71,1.02,16.0,51.89,2.42,4.54,3.48
2015-09-05 10:00:00,73.26,255.74,30.6,31.78,64.88,26.52,1.05,10.93,57.44,2.7,5.32,3.53
2015-09-05 11:00:00,74.36,268.94,25.55,30.85,57.59,28.9,1.05,17.3,64.12,2.89,5.55,3.91
2015-09-05 12:00:00,88.9,297.81,30.49,33.06,65.77,33.4,1.29,13.12,89.49,2.96,5.85,3.28
2015-09-06 10:00:00,67.43,253.33,26.72,32.58,60.45,26.15,1.03,46.9,68.96,2.62,4.97,2.94
2015-09-06 11:00:00,66.7,259.15,25.36,29.46,55.69,30.53,0.93,53.48,76.92,2.3,4.6,3.26
2015-09-06 12:00:00,69.46,253.56,34.76,27.66,67.16,27.44,0.98,71.35,82.81,2.03,4.41,2.92
2015-09-06 13:00:00,61.05,236.48,14.94,23.6,37.03,22.73,0.96,24.32,82.02,1.69,4.11,2.96
2015-09-06 14:00:00,54.69,205.98,10.1,20.45,28.02,21.59,0.9,4.42,75.4,1.29,3.55,2.43
2015-09-06 15:00:00,47.55,183.18,14.94,21.5,35.38,19.26,0.84,4.32,75.96,1.16,2.93,2.42
2015-09-06 16:00:00,46.79,178.95,17.86,20.49,38.17,17.96,0.84,7.78,77.2,1.12,2.86,2.78
2015-09-06 17:00:00,43.61,134.14,18.64,23.25,41.62,23.33,0.81,9.4,78.69,1.12,3.37,2.33
2015-09-06 18:00:00,51.42,148.27,21.0,25.62,46.71,22.38,0.86,14.62,73.37,1.4,4.66,2.48
2015-09-06 19:00:00,46.69,141.42,21.87,37.67,56.64,22.47,0.98,13.57,63.28,1.8,6.07,3.16
2015-09-06 20:00:00,45.26,140.51,18.97,45.37,57.79,22.81,1.0,19.51,53.29,2.47,7.45,3.41
2015-09-06 21:00:00,53.38,152.7,15.21,52.95,60.38,22.28,1.16,21.13,48.82,3.49,9.35,3.52
2015-09-06 22:00:00,60.45,168.8,14.7,41.71,50.68,22.21,1.1,9.75,47.81,3.1,8.11,3.4
2015-09-06 23:00:00,58.38,145.12,17.76,34.6,48.55,23.2,0.94,9.17,60.85,2.27,5.38,3.01
2015-09-07 00:00:00,62.11,159.6,17.28,31.02,45.94,21.08,0.97,8.86,52.54,2.29,5.28,3.67
2015-09-07 01:00:00,59.71,181.37,14.58,33.76,44.89,23.86,1.02,10.17,40.76,2.47,5.46,3.71
2015-09-07 02:00:00,64.88,185.09,14.47,34.97,45.0,25.58,1.06,10.24,36.25,2.49,6.65,3.74
2015-09-07 03:00:00,67.97,153.26,10.18,30.35,36.37,27.35,1.0,11.06,37.84,2.4,5.56,3.63
2015-09-07 04:00:00,60.11,128.79,18.18,30.31,46.64,27.6,0.97,12.07,38.61,2.09,4.27,3.63
2015-09-07 05:00:00,56.58,154.48,23.3,33.21,56.0,24.26,1.06,14.33,34.88,2.28,4.6,3.66
2015-09-07 06:00:00,54.2,162.44,43.64,38.34,85.41,21.65,1.12,16.0,28.77,2.1,4.18,3.71
2015-09-07 07:00:00,59.79,219.35,52.01,38.57,95.84,25.24,1.2,7.9,34.09,2.34,4.77,3.68
2015-09-07 08:00:00,63.14,220.54,43.31,35.91,83.38,23.4,1.27,9.35,38.35,3.54,6.09,3.74
2015-09-07 09:00:00,68.71,217.1,49.39,41.75,96.73,29.27,1.28,11.31,48.17,2.97,5.66,3.68
2015-09-07 10:00:00,76.85,264.37,31.48,35.21,68.07,30.3,1.26,12.31,67.48,2.83,5.36,3.47
2015-09-07 11:00:00,64.37,247.31,17.04,29.25,40.35,27.94,1.0,13.58,64.9,2.64,5.8,3.09
2015-09-07 12:00:00,56.54,240.47,18.1,26.94,44.7,27.1,0.98,28.5,70.07,2.46,5.85,3.09
2015-09-07 13:00:00,60.22,240.42,20.45,26.08,47.36,24.23,0.91,10.7,64.61,1.95,5.66,2.94
2015-09-07 14:00:00,54.02,207.51,22.0,23.06,42.14,21.03,0.86,16.14,60.31,2.6,7.12,10.15
2015-09-07 15:00:00,42.5,176.52,42.09,23.41,63.47,19.44,0.81,22.83,59.83,4.19,8.74,22.69
2015-09-07 16:00:00,31.58,162.04,44.17,22.6,58.34,19.78,0.75,7.92,65.62,4.16,9.25,22.38
2015-09-07 17:00:00,32.29,127.02,43.25,24.91,67.0,21.13,0.69,11.75,66.53,4.68,9.9,22.39
2015-09-07 18:00:00,44.68,147.55,24.2,27.15,50.65,21.06,0.8,12.55,70.37,2.72,7.6,7.48
2015-09-07 19:00:00,45.31,141.23,21.02,46.78,62.87,22.23,1.03,14.02,59.88,2.93,8.89,3.38
2015-09-07 20:00:00,40.21,130.43,17.6,51.42,62.5,22.04,1.11,13.59,58.92,3.71,12.97,2.87
2015-09-07 21:00:00,45.19,134.65,23.99,54.6,75.11,21.3,1.2,11.82,52.28,4.26,13.62,2.79
2015-09-07 22:00:00,50.94,140.53,28.6,55.77,82.47,20.16,1.34,10.37,49.93,5.06,15.74,3.3
2015-09-07 23:00:00,62.67,164.04,29.6,56.47,82.13,23.28,1.27,13.87,52.77,5.07,16.27,3.48
2015-09-08 00:00:00,72.15,209.48,35.85,50.91,87.54,22.81,1.37,16.03,51.76,5.65,14.52,3.97
2015-09-08 01:00:00,76.87,237.93,32.12,49.75,81.09,25.09,1.28,7.58,47.13,5.88,14.6,4.12
2015-09-08 02:00:00,66.23,223.74,25.56,44.39,67.39,25.77,1.08,7.84,43.03,4.67,12.37,3.84
2015-09-08 03:00:00,55.08,142.55,39.17,45.67,79.94,27.42,0.94,7.77,44.92,3.53,10.41,3.15
2015-09-08 04:00:00,53.12,162.2,26.93,43.36,69.03,29.66,0.85,8.66,47.6,3.28,10.46,2.96
2015-09-08 05:00:00,53.86,145.34,24.87,40.9,64.42,30.1,0.99,6.76,41.53,3.61,10.26,3.22
2015-09-08 06:00:00,66.23,166.14,43.5,43.15,89.24,31.39,1.1,6.87,33.08,3.2,9.15,3.8
2015-09-08 07:00:00,65.34,203.61,54.44,43.77,103.74,31.21,1.19,10.96,34.31,3.16,8.12,4.01
2015-09-08 08:00:00,69.82,271.94,62.65,52.78,57.72,25.45,1.34,13.54,39.95,3.43,8.19,4.09
2015-09-08 09:00:00,69.32,246.01,39.19,44.24,86.24,30.91,1.07,17.13,57.01,3.54,8.13,3.83
2015-09-08 10:00:00,73.78,252.21,39.14,39.17,82.35,29.57,0.98,11.52,70.76,3.25,7.34,3.92
2015-09-08 11:00:00,76.35,262.46,16.7,27.37,42.81,38.79,0.82,16.43,76.19,2.4,4.99,3.38
2015-09-08 12:00:00,59.66,261.67,17.3,26.25,42.87,29.72,0.7,10.68,77.23,2.4,5.15,3.72
2015-09-08 13:00:00,63.54,297.78,11.94,25.39,34.89,25.86,1.02,8.95,77.3,2.07,5.2,3.38
2015-09-08 14:00:00,62.37,269.1,10.95,23.41,31.67,24.04,0.99,6.08,76.52,2.03,5.85,3.2
2015-09-08 15:00:00,55.23,238.05,11.4,22.62,31.66,24.58,0.94,11.29,78.59,1.83,4.63,3.36
2015-09-08 16:00:00,55.81,254.29,13.0,23.54,34.31,24.5,0.88,10.94,86.22,1.94,4.84,3.31
2015-09-08 17:00:00,61.51,215.02,15.91,23.06,38.2,25.97,1.04,20.26,86.15,2.02,4.95,2.87
2015-09-08 18:00:00,62.66,219.52,17.93,26.12,43.89,24.91,1.08,26.59,85.13,2.14,5.99,2.87
2015-09-08 19:00:00,63.01,194.27,16.87,34.4,46.91,26.26,1.12,7.06,79.78,2.7,7.95,3.12
2015-09-08 20:00:00,57.61,210.59,18.35,42.3,51.41,26.05,1.28,6.01,66.39,3.74,10.77,3.1
2015-09-08 21:00:00,57.44,178.5,15.54,54.54,62.68,24.8,1.25,6.59,66.43,4.76,13.89,2.91
2015-09-08 22:00:00,64.17,196.14,16.94,52.52,60.99,24.9,1.27,9.41,54.55,5.37,16.23,3.26
2015-09-08 23:00:00,69.8,209.69,16.05,41.15,51.9,26.63,1.15,7.06,65.19,4.93,14.12,3.39
2015-09-09 00:00:00,61.79,183.04,11.29,29.74,37.55,23.56,0.95,10.57,61.38,3.67,9.23,3.18
2015-09-09 01:00:00,55.99,156.96,9.18,27.28,32.47,24.05,0.87,11.41,54.72,2.28,5.35,3.38
2015-09-09 02:00:00,50.84,134.9,6.54,29.65,31.27,23.37,0.77,14.26,51.43,2.06,4.34,3.17
2015-09-09 03:00:00,50.7,119.76,6.25,24.47,26.26,23.25,0.74,17.08,57.04,1.9,4.66,3.19
2015-09-09 04:00:00,49.7,115.97,7.37,22.74,26.22,23.28,0.79,9.03,56.26,1.8,4.48,3.27
2015-09-09 05:00:00,53.21,126.32,10.41,30.32,36.55,22.0,0.9,8.3,45.63,2.22,4.78,3.38
2015-09-09 06:00:00,54.87,143.06,24.19,38.28,60.49,22.31,1.06,8.16,40.17,2.45,5.26,3.43
2015-09-09 07:00:00,65.12,168.43,44.87,39.71,88.62,21.19,1.14,9.9,40.26,2.39,4.87,3.46
2015-09-09 08:00:00,63.85,202.86,57.04,40.83,107.3,23.63,1.32,10.36,48.71,3.01,6.34,3.39
2015-09-09 09:00:00,70.38,244.16,51.91,41.2,100.89,24.26,1.16,10.91,66.18,3.27,7.23,3.59
2015-09-09 10:00:00,70.34,249.07,40.8,40.46,86.26,24.7,1.16,12.06,88.82,3.37,6.79,3.16
2015-09-09 11:00:00,75.26,268.71,11.06,29.68,37.63,27.29,0.97,21.39,85.12,3.31,6.77,3.02
2015-09-09 12:00:00,64.77,246.44,17.45,29.32,42.19,24.68,0.94,34.22,85.76,2.62,6.52,3.23
2015-09-09 13:00:00,59.93,277.8,12.63,27.93,37.9,22.02,0.92,6.77,85.41,2.22,6.01,2.92
2015-09-09 14:00:00,55.92,234.0,13.66,27.54,40.2,20.32,0.91,4.92,87.76,2.51,6.65,3.52
2015-09-09 15:00:00,61.55,260.91,13.9,29.33,42.56,22.21,0.98,4.98,97.1,2.57,5.97,3.21
2015-09-09 16:00:00,62.57,255.84,14.12,26.23,40.37,22.73,0.86,5.72,95.96,2.14,5.56,2.81
2015-09-09 17:00:00,60.06,230.73,13.44,26.45,39.85,21.64,0.89,7.54,91.5,2.1,6.47,2.48
2015-09-09 18:00:00,51.7,205.52,16.2,34.74,50.97,20.44,0.94,10.67,85.57,2.46,7.17,2.39
2015-09-09 19:00:00,40.7,146.44,20.1,46.36,65.75,21.08,1.06,11.3,68.82,3.41,10.04,2.23
2015-09-09 20:00:00,44.13,155.78,17.9,55.12,69.66,21.42,1.2,14.6,58.07,4.42,13.7,2.78
2015-09-09 21:00:00,56.09,216.65,27.35,63.56,88.95,21.16,1.3,18.26,58.88,5.26,15.71,3.25
2015-09-09 22:00:00,60.87,169.86,18.86,54.78,68.31,23.01,1.27,8.7,65.52,4.88,15.4,2.69
2015-09-09 23:00:00,63.25,167.94,22.6,53.0,70.52,22.99,1.29,6.59,60.91,4.9,13.71,3.3
2015-09-10 00:00:00,57.01,160.26,21.04,46.92,65.4,20.89,1.16,6.23,52.41,5.76,12.67,2.51
2015-09-10 01:00:00,69.0,175.51,29.27,50.2,77.61,22.27,1.26,9.6,44.06,5.22,12.73,3.84
2015-09-10 02:00:00,68.8,213.8,22.16,45.26,64.28,22.62,1.13,9.53,43.37,4.12,10.82,3.45
2015-09-10 03:00:00,64.1,166.3,16.05,39.16,48.08,23.54,1.02,10.03,48.66,2.98,9.4,3.38
2015-09-10 04:00:00,60.47,146.81,15.69,36.47,47.29,25.32,0.99,11.12,49.72,2.98,9.26,3.82
2015-09-10 05:00:00,68.05,173.63,21.44,39.12,59.18,26.75,1.08,12.84,44.37,3.15,8.5,3.14
2015-09-10 06:00:00,68.34,190.39,37.68,46.34,84.59,27.3,1.2,14.18,38.82,3.32,7.79,6.53
2015-09-10 07:00:00,73.08,205.92,54.24,48.29,108.3,27.4,1.15,7.44,43.99,2.95,6.39,3.27
2015-09-10 08:00:00,72.07,256.92,35.82,44.65,82.05,24.95,1.24,9.15,45.97,3.17,6.72,3.41
2015-09-10 09:00:00,64.55,205.67,34.56,49.52,84.52,27.08,1.17,9.44,58.99,3.73,8.15,3.5
2015-09-10 10:00:00,72.94,217.43,35.33,41.32,79.47,28.24,1.19,10.92,88.58,3.4,7.58,3.57
2015-09-10 11:00:00,68.1,210.4,35.12,32.57,65.44,27.5,1.0,15.75,106.51,2.96,6.3,2.87
2015-09-10 12:00:00,64.64,228.56,13.81,28.21,39.14,26.0,0.94,25.67,87.99,2.7,5.98,2.92
2015-09-10 13:00:00,62.91,226.83,8.89,27.85,32.82,23.68,0.97,10.86,94.05,2.31,6.14,3.2
2015-09-10 14:00:00,51.15,181.19,11.38,30.76,36.06,22.02,0.89,14.69,72.59,2.11,5.94,2.59
2015-09-10 15:00:00,50.99,196.62,11.58,26.46,32.59,21.8,0.84,23.41,82.22,1.97,5.11,3.03
2015-09-10 16:00:00,50.2,187.08,14.87,29.16,41.27,20.73,0.79,7.43,90.98,1.63,4.58,2.06
2015-09-10 17:00:00,43.93,166.19,11.04,26.19,34.74,22.15,0.78,8.38,94.24,1.66,4.9,1.93
2015-09-10 18:00:00,53.54,164.34,11.37,34.54,42.16,22.26,0.96,8.13,96.33,2.06,6.34,2.13
2015-09-10 19:00:00,46.4,143.93,14.99,48.92,54.94,23.19,1.05,9.91,84.66,2.79,8.18,2.11
2015-09-10 20:00:00,48.75,150.95,11.53,56.08,60.11,23.02,1.19,9.62,76.99,4.35,12.24,2.19
2015-09-10 21:00:00,55.13,154.83,12.59,62.14,67.37,22.44,1.22,9.75,71.05,5.2,17.15,2.32
2015-09-10 22:00:00,55.62,154.89,11.9,60.25,66.02,21.45,1.18,9.84,64.16,4.48,14.77,2.36
2015-09-10 23:00:00,57.24,156.28,10.37,60.0,61.42,25.03,1.08,12.71,63.1,3.67,11.69,2.27
2015-09-11 00:00:00,62.27,158.14,15.6,51.47,62.42,22.03,1.1,14.98,65.16,3.27,9.57,2.59
2015-09-11 01:00:00,65.77,164.03,9.93,50.44,53.01,26.8,1.08,8.22,60.04,3.7,8.76,2.82
2015-09-11 02:00:00,64.65,138.05,6.3,43.38,43.95,26.14,0.92,8.21,65.82,3.84,10.6,2.35
2015-09-11 03:00:00,64.57,133.06,8.17,39.78,42.28,26.75,0.96,7.79,57.72,3.36,13.92,2.37
2015-09-11 04:00:00,59.08,130.25,9.84,40.06,44.6,28.62,0.98,9.03,50.21,2.88,11.12,2.24
2015-09-11 05:00:00,65.44,142.39,17.87,40.6,55.96,28.4,1.14,8.51,49.16,3.28,11.19,2.78
2015-09-11 06:00:00,69.01,170.42,41.81,50.14,94.47,32.38,1.29,8.2,39.15,3.42,9.0,3.09
2015-09-11 07:00:00,82.13,269.48,42.86,48.42,93.52,31.69,1.24,10.79,45.14,3.35,7.82,3.02
2015-09-11 08:00:00,79.94,221.25,44.06,48.64,96.15,30.54,1.38,13.33,47.14,3.13,6.68,3.03
2015-09-11 09:00:00,82.38,271.7,36.59,52.25,88.75,34.21,1.24,14.73,71.49,3.27,7.18,2.74
2015-09-11 10:00:00,87.53,234.64,29.09,42.82,71.8,33.78,1.21,8.96,123.83,3.41,6.99,2.66
2015-09-11 11:00:00,75.62,202.72,12.4,39.75,43.81,42.3,1.03,11.88,100.73,3.02,6.45,2.24
2015-09-11 12:00:00,62.16,203.4,10.17,33.51,36.26,41.59,0.99,16.9,79.38,2.64,6.35,2.21
2015-09-11 13:00:00,55.24,180.89,7.53,32.8,32.24,39.25,0.94,7.54,82.64,2.47,6.54,2.09
2015-09-11 14:00:00,55.16,196.62,8.49,33.74,32.57,37.72,0.91,8.09,83.81,2.15,5.69,2.05
2015-09-11 15:00:00,61.53,185.23,6.28,32.53,30.69,38.84,0.94,24.52,87.9,2.11,4.96,2.42
2015-09-11 16:00:00,67.84,189.65,7.04,33.78,32.59,39.49,0.95,11.74,91.29,2.23,5.64,2.5
2015-09-11 17:00:00,67.61,177.13,9.67,37.62,39.03,40.27,1.0,13.48,81.28,2.52,7.58,2.44
2015-09-11 18:00:00,59.98,167.93,9.47,43.77,43.26,37.3,1.07,13.36,74.07,2.72,8.27,2.48
2015-09-11 19:00:00,51.64,158.33,15.25,59.72,63.84,36.23,1.21,9.5,68.23,3.13,8.78,2.21
2015-09-11 20:00:00,58.68,169.97,12.95,68.65,67.35,37.4,1.39,8.86,61.99,4.16,12.88,2.92
2015-09-11 21:00:00,67.63,167.41,9.57,68.61,65.15,39.08,1.36,8.56,61.5,4.81,16.05,2.93
2015-09-11 22:00:00,75.09,167.66,10.02,64.16,62.04,40.16,1.36,8.37,52.23,4.61,15.96,2.9
2015-09-11 23:00:00,75.5,167.46,12.73,66.79,68.09,44.57,1.4,8.06,51.49,4.74,16.74,2.97
2015-09-12 00:00:00,79.51,177.42,16.74,66.46,76.3,42.9,1.36,8.71,52.76,5.24,17.28,2.61
2015-09-12 01:00:00,78.85,170.84,20.23,64.34,78.93,45.18,1.19,10.5,53.78,4.9,18.04,2.85
2015-09-12 02:00:00,92.15,176.09,26.29,64.99,86.29,44.98,1.17,9.94,65.04,4.56,15.24,2.91
2015-09-12 03:00:00,85.33,180.87,30.69,64.03,83.91,45.88,1.1,9.89,75.45,3.56,13.43,3.19
2015-09-12 04:00:00,80.59,162.08,26.78,62.74,87.76,45.69,1.0,9.57,69.86,2.59,14.91,3.09
2015-09-12 05:00:00,69.1,135.35,26.13,54.7,79.95,46.65,1.07,8.75,63.61,2.62,10.89,2.75
2015-09-12 06:00:00,73.93,144.16,35.31,53.12,84.5,51.94,1.22,6.69,58.99,3.18,9.86,2.9
2015-09-12 07:00:00,99.16,189.33,50.99,59.89,113.41,54.94,1.46,11.62,58.93,4.83,10.88,3.45
2015-09-12 08:00:00,112.49,200.6,41.99,64.64,106.0,49.27,1.54,13.84,57.49,4.81,13.03,3.63
2015-09-12 09:00:00,107.77,177.88,21.73,57.35,72.39,50.77,1.22,12.48,70.99,3.62,9.21,2.97
2015-09-12 10:00:00,90.51,193.91,10.7,54.01,49.81,48.27,1.24,11.46,84.52,2.87,7.0,2.82
2015-09-12 11:00:00,98.69,210.63,5.1,41.33,34.82,44.82,0.96,15.77,96.08,2.85,8.58,2.51
2015-09-12 12:00:00,77.62,167.53,7.2,38.96,36.84,48.49,1.04,12.82,68.14,2.44,7.22,2.24
2015-09-12 13:00:00,97.16,197.14,9.33,43.46,42.42,44.75,1.1,11.08,77.52,2.66,8.15,2.29
2015-09-12 14:00:00,88.91,176.57,6.35,37.77,34.98,40.23,0.98,7.8,84.51,2.66,8.21,2.17
2015-09-12 15:00:00,86.07,188.29,6.91,38.29,36.07,37.43,0.95,13.99,80.59,2.71,6.23,2.25
2015-09-12 16:00:00,82.36,203.77,7.02,35.49,34.22,36.68,0.88,12.71,74.32,2.65,6.64,2.24
2015-09-12 17:00:00,66.28,160.79,6.5,37.74,34.74,42.68,0.91,9.1,63.64,2.39,7.21,2.13
2015-09-12 18:00:00,80.68,167.14,6.0,42.07,37.04,44.05,1.01,8.65,68.08,2.58,12.06,2.3
2015-09-12 19:00:00,86.92,165.39,8.04,57.63,55.37,44.88,1.26,8.79,62.49,3.8,17.42,2.41
2015-09-12 20:00:00,86.64,211.79,13.45,67.61,67.9,45.63,1.42,9.18,62.5,4.7,20.08,2.5
2015-09-12 21:00:00,89.2,193.17,27.01,70.54,91.15,45.8,1.69,9.48,62.81,4.9,17.42,2.76
2015-09-12 22:00:00,89.49,157.38,39.04,68.46,93.99,46.42,1.82,9.48,77.26,4.91,12.59,2.91
2015-09-12 23:00:00,101.7,177.61,53.32,61.16,99.75,56.89,1.76,9.86,75.31,4.98,13.66,2.82
2015-09-13 00:00:00,100.1,158.18,40.65,57.82,98.19,45.8,1.54,9.51,68.93,4.75,14.36,2.28
2015-09-13 01:00:00,109.62,175.31,47.6,57.69,108.35,48.73,1.46,10.78,77.69,4.34,13.08,2.61
2015-09-13 02:00:00,67.48,142.62,37.19,51.14,88.28,49.44,1.23,10.4,65.51,3.12,10.02,2.75
2015-09-13 03:00:00,96.05,156.32,18.33,44.61,59.36,51.2,1.06,8.16,57.68,2.59,9.13,3.0
2015-09-13 04:00:00,91.86,148.81,16.49,36.91,50.11,52.36,0.98,7.74,59.13,2.36,7.9,3.03
2015-09-13 05:00:00,90.22,144.4,13.03,38.08,41.5,49.79,1.08,7.0,58.2,2.09,6.6,2.71
2015-09-13 06:00:00,89.41,146.36,13.1,38.88,42.1,45.6,1.17,6.94,54.4,1.68,5.83,2.96
2015-09-13 07:00:00,99.07,159.23,12.5,41.38,44.16,59.64,1.18,7.6,59.43,2.08,6.33,2.95
2015-09-13 08:00:00,97.9,155.38,10.91,40.51,40.37,72.12,1.1,7.88,57.19,2.15,5.64,2.81
2015-09-13 09:00:00,65.17,101.83,14.37,32.06,26.12,93.25,1.3,6.25,22.36,1.64,3.22,2.76
2015-09-13 10:00:00,83.96,149.88,8.55,30.82,24.96,93.0,1.42,4.7,41.48,2.15,5.36,2.61
2015-09-13 11:00:00,75.59,156.02,8.27,34.86,34.13,52.79,0.88,14.68,44.58,2.09,6.42,2.03
2015-09-13 12:00:00,65.59,163.06,7.8,30.76,30.82,51.67,0.87,10.24,46.06,1.88,5.51,2.0
2015-09-13 13:00:00,63.72,157.42,7.72,28.06,28.01,45.99,0.88,18.44,54.35,1.74,5.42,2.39
2015-09-13 14:00:00,60.56,159.59,6.23,27.42,25.85,41.54,0.89,20.56,59.19,1.81,5.92,2.1
2015-09-13 15:00:00,67.86,179.09,7.2,33.82,31.89,41.73,0.98,9.43,72.96,1.91,5.21,2.16
2015-09-13 16:00:00,74.73,188.31,6.18,34.58,31.99,41.95,1.01,7.47,100.32,2.07,5.85,2.01
2015-09-13 17:00:00,89.46,207.61,7.98,39.51,39.04,41.88,0.97,5.84,97.15,2.24,8.32,2.02
2015-09-13 18:00:00,82.47,200.34,9.01,48.04,45.83,41.74,1.04,6.1,73.37,2.42,7.43,2.19
2015-09-13 19:00:00,70.72,190.62,9.84,58.89,55.4,41.53,1.19,7.62,63.87,2.96,10.52,2.03
2015-09-13 20:00:00,76.05,195.77,13.87,68.48,71.61,41.32,1.45,9.74,59.64,3.75,12.16,2.21
2015-09-13 21:00:00,86.22,207.75,16.05,71.05,77.74,41.65,1.52,12.2,81.44,4.86,14.07,2.15
2015-09-13 22:00:00,109.1,240.94,31.27,71.9,98.23,42.25,1.84,16.19,77.05,6.28,14.42,2.75
2015-09-13 23:00:00,116.73,237.52,38.12,71.32,104.72,41.7,1.96,12.38,85.3,5.56,29.12,2.79
2015-09-14 00:00:00,114.54,231.94,49.8,85.42,122.84,37.38,2.03,8.57,69.92,6.14,29.13,2.25
2015-09-14 01:00:00,113.69,245.51,48.56,79.59,119.15,41.36,1.94,9.53,77.38,5.98,19.67,2.39
2015-09-14 02:00:00,127.72,249.69,43.39,72.19,105.67,43.21,2.06,9.39,58.19,5.24,15.92,3.72
2015-09-14 03:00:00,122.89,239.99,36.3,63.26,92.12,48.05,1.69,9.44,71.41,4.35,13.95,3.4
2015-09-14 04:00:00,129.84,238.93,26.84,57.94,78.21,51.27,1.43,8.27,70.61,4.09,13.36,3.37
2015-09-14 05:00:00,140.96,250.1,20.38,73.43,78.54,53.33,1.62,9.24,89.4,4.21,11.45,3.06
2015-09-14 06:00:00,154.92,263.41,24.76,56.66,74.38,53.83,1.55,10.29,74.99,4.03,10.35,3.64
2015-09-14 07:00:00,149.72,268.45,34.0,60.84,91.27,52.91,1.53,12.29,80.19,4.69,10.98,3.32
2015-09-14 08:00:00,150.24,265.4,31.09,74.21,93.71,43.78,1.54,8.94,100.36,4.97,11.71,3.03
2015-09-14 09:00:00,154.76,301.83,13.8,67.29,67.22,52.52,1.46,7.17,103.96,4.84,12.96,3.26
2015-09-14 10:00:00,140.94,266.06,14.26,68.38,69.55,52.5,1.48,7.52,126.68,4.25,11.46,3.23
2015-09-14 11:00:00,138.98,281.16,8.33,50.53,45.44,50.5,1.29,13.35,90.34,3.71,9.88,3.68
2015-09-14 12:00:00,112.83,246.64,8.81,39.27,37.58,46.87,1.13,16.52,86.08,3.1,7.75,3.26
2015-09-14 13:00:00,91.9,238.63,8.07,43.24,43.68,44.83,1.14,12.55,98.68,2.74,6.79,2.52
2015-09-14 14:00:00,89.15,241.87,6.38,40.18,39.85,44.5,1.17,11.41,105.37,3.0,7.26,2.17
2015-09-14 15:00:00,92.76,223.46,7.7,39.63,41.72,43.31,1.16,14.71,100.89,3.12,7.24,2.69
